annotation_id,participant_id,participant_type,completion_code,timestamp,created_at,config_version,failed,failure_reason,quiz_score,quiz_total,sanity_checks_passed,sanity_checks_total,response_type,answer,choice,pair_index,description_a,description_b,score_a,score_b
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_512,left,512,reach and move the cup at the end of the table then try to move it to the right but push iot down,reach and move the cup at the end of the table,90,61
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_229,left,229,try to reach near the yellow duck,does nothing meaningful,81,21
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_274,same,274,reach  the toy bear and make some attempts to pick it up,reach  the toy bear and make some attempts to pick it up,77,77
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_74,right,74,does nothing meaningful,pick up and put the  circular tokens into a bowl,7,92
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_329,right,329,push the pen near to the cup,reach the cup nad make more attempts to pick it up,7,94
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_260,right,260,reach the toy bear and make some attempts to pick it up,reach the toy bear and make some attempts to pick it up,70,74
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_250,same,250,does nothing meaningful,does nothing meaningful,8,8
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_575,right,575,try to reach the cup,reach the cup and fails to pick it up,8,84
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_490,same,490,reach near the blue towel,reach near the blue towel,67,66
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_213,right,213,make attemps to pick up the object and scrub,reach the scrub and push it near to the object,64,76
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_491,right,491,try to reach the blue towel,reach and move the blue towel slightly to the right on the mat,60,91
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_5,right,5,reach near the green brick,reach and pick up the green brick then put it into the bowel,60,98
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_119,right,119,does nothing meaningful,reach near the red block instead of the yellow,8,59
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_43,left,43,reach and pick up thre blue cup but put it down before completing the task,reach nad try to pic up the cups.,86,60
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_726,left,726,reach the blue cup and pick it up but fails to stack it all,reach the cups and make some attempts to stack it,88,62
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_576,right,576,try to pick up the yellow bowl,reach and pick up the yellow bowl,73,94
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_98,same,98,reach the circular token and make some attempts to pick it up,reach the circular token and make some attempts to pick it up,85,85
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_662,left,662,reach the tape baut fails to pick it up,make many attempts to reach the tape,79,57
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_157,left,157,reach and move small bottle to the left side of the table,reach and try to move the small bottle,88,60
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_590,left,590,pick up the yellow cup and put it on the bowl,reach and make some attempts to pick up the yellow cup,90,62
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_742,same,742,reach and make many attempts to pick up the blue bowl,reach and make many attempts to pick up the blue bowl,61,61
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_304,right,304,does nothing meaningful,pick up the red bowl and try to stack it on the black bowl,7,88
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_412,left,412,reach and move the mug to the left side,reach and push the mug before completing the task,83,62
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_153,left,153,reach and move the small bottle on the left side of the table,reach and make some attempts to move the bottle,88,75
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_666,left,666,reach the tape,try to reach the tape,87,65
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_448,left,448,reach the tape but close the gripper before picking it up,reach near the tape and make many attempts to pick it up,88,77
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_473,right,473,does nothing meaningful,try to reach the blue towel,6,68
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_383,right,383,try to reach the mug without picking up the pen,try to reach the pen,22,78
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_686,left,686,reach the cup and many attempts to pick it up,reach the cup but fails to completing the task,70,58
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_273,same,273,reach the toy bear and make some attempts to pick it up,reach the toy bear and make some attempts to pick it up,71,71
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_379,right,379,reach the mug instead of the pen,reach near the pen,60,76
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_346,same,346,try to reach the cup,try to reach the cup,53,53
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_308,right,308,does nothing meaningful,reach the red bowl and try to pick up this,9,66
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_38,right,38,pick up the blue bowl and throw it away from the table,pick up the blue cup but put it down before completing the task,58,90
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_446,left,446,reach near the tape,make some movements to reach the tape,81,56
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_201,right,201,reach and try to pick up the scrub,reach and push the scrub near to the object,28,73
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_513,left,513,reach and move the cup at the end of the table,make many attempts to reach the cup,93,56
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_219,left,219,reach near the yellow duck and fails to pick it up after many attempts,many attempts to reach the yellow duck,88,56
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_152,right,152,reach and move the small bottle,reach and move the small bottle on the left side of the table,83,89
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_174,left,174,reach and pick up the small bottle and put it on the left side of the table,reach the small bottle and fails to pick it up,88,61
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_649,same,649,reach the tape and make many attempts to pick it up,reach the tape and make many attempts to pick it up,74,74
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_67,left,67,reach and many attempts to pick up the blue cup,many attempts to reach the cups,79,61
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_194,right,194,does nothing meaningful,reach the object then reach and pick up the scrub,7,84
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_694,right,694,reach the bowl before picking up the cup,reach the cup and pick it up but fails to pour into the bowl,62,91
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,same_121,same,121,does nothing meaningful,does nothing meaningful,5,5
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_320,left,320,reach and move the red bowl to the black bowl,reach and make attempts to pivk up the bowl,93,67
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_331,right,331,reach the pen and push to the cup,reach the cup and push it down before completing the task,57,90
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_538,right,538,reach and move the cup at the end of the table,reach and move the cup to the right of the table,78,95
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_14,right,14,reach near the green brick,reach and pick up the green brick and put it on the bowl,64,92
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_354,right,354,try to reach near the cup,reach and pick up the cup ut put it down before completing the task,63,88
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_569,right,569,reah abd try to pick up the bowl,pick up the cup and put it down before completing the task,57,92
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_150,left,150,reach and move the small bottle on the left side of the table,reach and try to move the small bottle on the left side of the table,90,70
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_192,right,192,try to pick up the object,reach and pick up the scrub and put it down before completing the task,64,82
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_35,right,35,reah and put the green brick on the bowl after many attempts,pick up the green brick and pit it on the bowl,69,92
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_582,left,582,reach the cup and make attempts to pick it up,make attempts to reach the cup,91,59
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_209,right,209,pick up the scrub nad put it down before completing the task,pick up the scrub and put it on the jug but it fails,79,87
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_318,right,318,try to reach the bowl,reach the black bowl nad push it down before completing the task,69,87
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_136,left,136,reach near the red block,does nothing meaningful,56,7
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_563,right,563,reach near the cup and fails to pick it up,reach the circular token and many attempts to pick it up without success,64,82
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_456,left,456,reach the tape and make some attempts to pick it up,make many attempts to reach the tape,91,65
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_205,right,205,try to pick up the scrub once it reached,pick up the scrub nad put it in the jar but it fails,61,90
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_4,right,4,reach near the green brick,reach near the green brick but many attempts to pick it up,67,82
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_673,left,673,pick up the tape nad move it,make attempts to reach the tape,89,61
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_516,left,516,reach and move the cup on the right side but push it down,reach and move the cup at the end of the table,91,76
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,right_646,right,646,reach the lego and make attempts to pick it up then put red lego on the bowl,put a red lego on the bowl,78,85
262,A1CCWENTISCPVY,paid,M3UQ9H2M,2026-05-28 03:19:56.41,2026-05-28 03:19:59.602787,v2.0-official,f,,10,10,14,15,regular,left_679,left,679,reach and move the tape,many attempts to reach the tape,87,64
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_381,same,381,failed to pick up the pen ,failed to reach the pen ,12,7
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_316,same,316,failed to pick the bowl,failed to stack 2 bols,4,9
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_172,right,172,failed to pick up the small bottle,failed to move the bottle on the left side ,28,80
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_641,right,641,tries to pick the lego put into bowl ,failed to put the lego into he bowl ,66,79
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_4,left,4,failed to pick the green brick,failed to reach the green brick ,65,29
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_485,left,485,robot move the blue towel in to the right on the mat ,failed to reach the blue towel ,86,9
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_290,right,290,failed to pick the bowls,failed to stack 2 bowls on top of one another,18,86
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_398,left,398,successfully robot pick the mug but failed to place it,failed to pick the mug ,81,6
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_714,right,714,robot failed to pick the cup ,pick the cup to pour something granular,12,93
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_100,left,100,failed to pick the circular token ,failed to reach the circular tokens,73,22
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_373,right,373,failed to reach the pen ,failed to pick the pen,6,41
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_106,right,106,failed to reach the circular tokens ,failed to pour circular tokens into a bowl,5,41
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_638,right,638,failed to pick the lego,successfully put lego into a bowl,7,99
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_538,right,538,failed to move the cup,successfully move cup to the right of the table,8,91
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_287,same,287,failed to reach the toy bear ,failed to reach the toy bear ,2,3
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_496,right,496,failed to pick the  blue towel,successfully move the  blue towel,8,90
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_697,right,697,failed to  pour something granular,some how Use cup to pour something granular,32,75
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_249,same,249,failed to pick the yellow duck ,failed to reach the yellow duck ,5,3
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_644,left,644,successfully put lego into a bowl,failed to pick the lego,99,6
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_654,left,654,failed to pick the tape,failed to reach the tape,75,40
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_308,right,308,failed to reach the bowl,failed to pick  the bowl ,20,84
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_304,right,304,failed to reach the bowl,failed to pick the bowl,21,62
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_468,left,468,failed to move the towel on the right side of the mat,failed to reach the towel,40,9
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_228,right,228,failed to identify the yellow duck,failed to pick the yellow duck,2,15
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_469,right,469,failed to pick the blue towel,failed to move the blue towel slightly to the right on the mat,10,59
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_582,left,582,failed in grip while picking up the yellow cup,failed to pick the yellow cup,64,3
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_85,same,85,failed to reach the circular tokens ,failed to identify the circular tokens,2,2
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_451,left,451,failed to move the grey tape to the right,failed to reach the grey tape,79,4
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_121,right,121,failed to identify the yellow block ,failed to reach the yellow block ,0,22
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_750,right,750,failed to pick the cups together,failed to Stack 3 cups together,2,13
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_142,same,142,failed to put yellow block into blue cup,failed to put yellow block into blue cup,7,7
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_55,left,55,failed to stack two cups on each other,failed to reach the cup,66,11
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_755,left,755,failed to Stack 3 cups together,failed to pick the cuos,81,12
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_383,same,383,failed to reach the pen,failed to identify the pen ,2,1
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_479,left,479,failed to move the blue towel,there is no meaningful movement,29,0
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_719,left,719,successfully Use cup to pour something granular,failed to pick the cup ,77,9
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_296,left,296,failed to stack 2 bowls on top of one another,failed to pick the bowls,60,8
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_530,right,530,failed to reach the cup,failed to move the cup ,6,36
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_417,same,417,failed to move the mug towards the left ,failed to move the mug to the left,67,67
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_57,right,57,failed to stack two cups on each other,failed to stack two cups on each other,80,74
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_201,right,201,failed to take the object,failed to take the object and scrub,58,68
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_556,right,556,failed to pick the cup ,failed to pick the cup ,61,68
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_611,same,611,failed to pick the cup ,failed to pick the cup ,5,7
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_553,right,553,failed to reach the cup ,failed to pick the cup ,7,77
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_405,left,405,move the mug to the left,failed to pick the mug,84,6
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_157,left,157,failed to move the small bottle on the left side,failed to move the bottle on the left side,67,57
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_150,right,150,failed to move it on the left side of the table,successfully pick up the small bottle and put it on the left side of the table,15,81
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_113,right,113,there is no meaningful movement,failed to pick the yellow block,0,71
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_462,right,462,failed to pick the grey tape,failed to move the grey tape ,10,30
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_505,same,505,failed to pick the cup and move cup to the right of the table,failed to move cup to the right of the table,19,21
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,left_176,left,176,failed to move the small bottle on the left side of the table ,failed to pick the small bottle,79,13
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,right_98,right,98,failed to pick the circular tokens,successfully pour circular token into a bowl,63,86
263,A32YOD79DL837P,paid,QELQB3D3,2026-05-28 05:04:27.994,2026-05-28 05:04:29.683236,v2.0-official,f,,10,10,14,15,regular,same_36,same,36,failed to stack two cups on each other,failed to stack two cups on each other,32,34
